StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q36,Q36_11_TEXT,Q41,Q38,Q35_First Click,Q35_Last Click,Q35_Page Submit,Q35_Click Count,Q17,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q36,Q16_1,Q43_1,Q42_1,Q41_1,Q17_1,Q18_1,Q19_1,Q20_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Q32_1,Q33_1,Q22_1,Q23_1,Q24_1,Q25_1,Q19_1,Q20,Q_DataPolicyViolations
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,What is your gender identity?,Please select your age group.,Which of the following best describes your current occupation status? - Selected Choice,Which of the following best describes your current occupation status? - Others (please specify below): _________ - Text,What is the highest level of education you have completed?,"How frequently do you use social media platforms such as Twitter, Instagram, TikTok, Facebook, etc.?",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Keep in mind that this is a virtual influencer while answering the following questions. 
Please confirm that you understand.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,What was the product featured in the advertising you just saw?,"Please rate your overall agreement towards the following statement: 

I would not hesitate to take into account the product suggestions by the influencer. - 1","Please rate your overall agreement towards the following statement: 

I would feel secure in following the suggestions about the product shown in this Instagram post. - 1","Please rate your overall agreement towards the following statement: 

I would rely on the product recommendations made by this influencer. - 1","Please rate your overall agreement towards the following statement: 

I intend to buy the advertised product. - 1",Click to write the question text,"Please rate your overall agreement towards the following statement: 

I am likely to purchase the advertised product.","Please rate your overall agreement towards the following statement: 

I have high purchase interest in the advertised product.","Please rate your overall agreement towards the following statement: 

I will probably buy the advertised product.","Please rate your overall agreement towards the following statement: 

This influencer is genuine.","Please rate your overall agreement towards the following statement: 

This influencer seems real to me.","Please rate your overall agreement towards the following statement: 

This influencer is authentic. - 1","Please rate your overall agreement towards the following statement: 

I am confident in this influencer. - 1","Please rate your overall agreement towards the following statement: 

This influencer provides security. - 1","Please rate your overall agreement towards the following statement: 

This influencer has integrity. - 1","Please rate your overall agreement towards the following statement: 

This influencer is reliable.","Please rate your overall agreement towards the following statement: 

I can trust this influencer.",Please rate your overall attitude toward this influencer on the following scales: - 1,Please rate your overall attitude toward this influencer on the following scales: - 1,Please rate your overall attitude toward this influencer on the following scales: - 1,Please rate your overall attitude toward this influencer on the following scales: - 1,How familiar are you with virtual influencers? - 1,Have you ever followed at least one virtual influencer on social media?,Q_DataPolicyViolations
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID62""}","{""ImportId"":""QID62_11_TEXT""}","{""ImportId"":""QID65""}","{""ImportId"":""QID63""}","{""ImportId"":""QID59_FIRST_CLICK""}","{""ImportId"":""QID59_LAST_CLICK""}","{""ImportId"":""QID59_PAGE_SUBMIT""}","{""ImportId"":""QID59_CLICK_COUNT""}","{""ImportId"":""QID32""}","{""ImportId"":""QID58_FIRST_CLICK""}","{""ImportId"":""QID58_LAST_CLICK""}","{""ImportId"":""QID58_PAGE_SUBMIT""}","{""ImportId"":""QID58_CLICK_COUNT""}","{""ImportId"":""QID60""}","{""ImportId"":""QID40_1""}","{""ImportId"":""QID68_1""}","{""ImportId"":""QID67_1""}","{""ImportId"":""QID66_1""}","{""ImportId"":""QID41_1""}","{""ImportId"":""QID42_1""}","{""ImportId"":""QID43_1""}","{""ImportId"":""QID44_1""}","{""ImportId"":""QID50_1""}","{""ImportId"":""QID51_1""}","{""ImportId"":""QID52_1""}","{""ImportId"":""QID53_1""}","{""ImportId"":""QID54_1""}","{""ImportId"":""QID55_1""}","{""ImportId"":""QID56_1""}","{""ImportId"":""QID57_1""}","{""ImportId"":""QID46_1""}","{""ImportId"":""QID47_1""}","{""ImportId"":""QID48_1""}","{""ImportId"":""QID49_1""}","{""ImportId"":""QID25_1""}","{""ImportId"":""QID26""}","{""ImportId"":""Q_DataPolicyViolations""}"
2025-10-28 18:19:17,2025-10-28 18:23:10,IP Address,172.103.87.33,100,232,True,2025-10-28 18:23:11,R_1aPaRABL8Hfa2fD,,,,,30.2095,-97.7972,anonymous,EN,Female,18-28,"Technology (e.g., software developer, IT support)",,Master’s degree,Every day,,,,,,0,0,32.681,0,Skin Care,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Not familiar at all,No,
2025-10-29 13:54:27,2025-10-29 13:55:10,IP Address,64.39.194.33,100,42,True,2025-10-29 13:55:10,R_5mTrdekaR8YLLX3,,,,,37.5175,-96.9977,anonymous,EN,Male,Over 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 13:55:59,2025-10-29 13:56:18,IP Address,64.39.194.33,100,18,True,2025-10-29 13:56:18,R_3pDSgwfecKAnwsQ,,,,,37.5175,-96.9977,anonymous,EN,Male,Over 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 13:54:38,2025-10-29 13:58:39,IP Address,99.58.60.105,100,240,True,2025-10-29 13:58:39,R_5V0pn0yWOpUOWm5,,,,,30.1826,-97.7394,anonymous,EN,Female,29-44,"Business (e.g., marketing, finance, management)",,Bachelor’s degree,Every day,,,,,,27.281,27.281,28.716,1,Skin Care,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Not familiar at all,No,
2025-10-29 13:58:16,2025-10-29 13:58:49,IP Address,64.39.194.33,100,33,True,2025-10-29 13:58:49,R_6eqKANnwr8IoysI,,,,,37.5175,-96.9977,anonymous,EN,Male,Over 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 13:55:02,2025-10-29 14:00:39,IP Address,107.127.0.136,100,336,True,2025-10-29 14:00:39,R_6JOZWY4rcxsrANi,,,,,32.7797,-96.8022,anonymous,EN,Female,29-44,Others (please specify below): _________,I work in an educational nonprofit at the Boys and Girls Club,Bachelor’s degree,Every day,29.494,29.92,30.636,2,Yes,,,,,Skin Care,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Bad,Unfavourable,Dislike,Negative,Not familiar at all,No,
2025-10-29 14:00:37,2025-10-29 14:01:15,IP Address,104.59.204.44,100,37,True,2025-10-29 14:01:15,R_6ZXSpBJUarvvsFr,,,,,30.2881,-97.764,anonymous,EN,Female,Over 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29 13:58:22,2025-10-29 14:04:30,IP Address,70.168.118.105,100,368,True,2025-10-29 14:04:31,R_70OAUBUZ29RFNVs,,,,,37.6678,-97.36,anonymous,EN,Female,18-28,"Business (e.g., marketing, finance, management)",,Associate’s degree or technical diploma,Every day,,,,,,66.435,67.89,69.196,4,Skin Care,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Not familiar at all,No,
2025-10-29 14:12:36,2025-10-29 14:17:13,IP Address,172.56.25.212,100,276,True,2025-10-29 14:17:13,R_3Blf7YHHxuCknav,,,,,29.7805,-95.5129,anonymous,EN,Female,29-44,"Healthcare (e.g., nurse, doctor, medical assistant)O",,Master’s degree,Every day,7.093,26.666,44.465,5,Yes,,,,,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Very familiar,Yes,
2025-10-29 14:32:05,2025-10-29 14:37:43,IP Address,108.194.48.115,100,337,True,2025-10-29 14:37:44,R_58XjyCGjb40OErT,,,,,30.2732,-97.7419,anonymous,EN,Female,18-28,Unemployed (currently not working),,Some college,Every day,,,,,,2.483,21.026,32.393,5,Skin Care,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Slightly familar,No,
2025-10-29 18:32:21,2025-10-29 18:39:05,IP Address,72.182.41.226,100,403,True,2025-10-29 18:39:05,R_3r0XCIkCgXDzjCp,,,,,30.3471,-97.7649,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,High school diploma or GED,Every day,1.426,24.215,24.976,4,Yes,,,,,Skin Care,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Moderately familiar,Yes,
2025-10-29 18:37:19,2025-10-29 18:42:00,IP Address,72.128.130.131,100,280,True,2025-10-29 18:42:00,R_1hyIzztSHE5qbox,,,,,30.3075,-97.7271,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,,,,,,30.526,30.526,39.655,1,Skin Care,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Moderately familiar,No,
2025-10-29 18:38:53,2025-10-29 18:43:55,IP Address,76.204.181.147,100,301,True,2025-10-29 18:43:55,R_6FSdRX5wCZfdpX5,,,,,32.7173,-117.157,anonymous,EN,Female,18-28,Others (please specify below): _________,NPO services,Master’s degree,Every day,5.92,20.433,22.154,3,Yes,,,,,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat Bad,Somewhat Unfavorable,Somewhat Dislike,Somewhat Negative,Moderately familiar,Yes,
2025-10-29 18:58:16,2025-10-29 19:02:47,IP Address,35.146.19.124,100,270,True,2025-10-29 19:02:47,R_6Q0mj9PPagWy8V0,,,,,30.2887,-97.7398,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,,,,,,0,0,29.937,0,Skin Care,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Good,Neutral,Somewhat Like,Somewhat Positive,Very familiar,No,
2025-10-29 19:03:41,2025-10-29 19:06:57,IP Address,35.146.20.15,100,196,True,2025-10-29 19:06:57,R_5hFu1K2QwlKsPRW,,,,,30.2881,-97.764,anonymous,EN,Male,18-28,Others (please specify below): _________,Research,"Doctoral or professional degree (Ph.D., M.D., J.D., etc.)",Every day,7.026,27.49,28.109,5,Yes,,,,,Skin Care,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad,Unfavourable,Neutral,Negative,Not familiar at all,No,
2025-10-29 19:30:32,2025-10-29 19:32:39,Survey Preview,,100,127,True,2025-10-29 19:32:40,R_310wtcHoUkj4pCA,,,,,30.2625,-97.7463,preview,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,19.433,19.433,21.101,1,Yes,,,,,Skin Care,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Good,Favourable,Like,Positive,Very familiar,Yes,
2025-10-29 19:50:42,2025-10-29 19:54:16,IP Address,172.59.122.151,100,213,True,2025-10-29 19:54:16,R_5PNzdmaWZiS1zjj,,,,,35.4312,-97.4934,anonymous,EN,Female,29-44,Others (please specify below): _________,"Principal ",Master’s degree,Every day,,,,,,0,0,32.781,0,Skin Care,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Very familiar,Yes,
2025-10-29 20:10:24,2025-10-29 20:13:27,IP Address,172.103.81.1,100,182,True,2025-10-29 20:13:27,R_6dSVUurGa1O1NOV,,,,,30.2625,-97.7463,anonymous,EN,Male,18-28,"Student (e.g., college or graduate student)",,Some college,Several times a week,,,,,,24.81,24.81,26.53,1,Skin Care,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Bad,Somewhat Unfavorable,Neutral,Neutral,Slightly familar,No,
2025-10-29 20:22:02,2025-10-29 20:25:46,IP Address,106.51.201.10,100,223,True,2025-10-29 20:25:46,R_90q7BoY831aEyoS,,,,,12.9753,77.591,anonymous,EN,Female,29-44,"Business (e.g., marketing, finance, management)",,Master’s degree,Every day,6.291,23.54,24.031,4,Yes,,,,,Skin Care,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad,Unfavourable,Dislike,Negative,Very familiar,Yes,
2025-10-29 20:31:12,2025-10-29 20:34:37,IP Address,72.182.36.171,100,204,True,2025-10-29 20:34:37,R_1uW02nWrxD26glK,,,,,30.3471,-97.7649,anonymous,EN,Male,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,0,0,21.294,0,Yes,,,,,Skin Care,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Bad,Somewhat Unfavorable,Somewhat Dislike,Somewhat Negative,Very familiar,No,
2025-10-29 20:39:52,2025-10-29 20:44:07,IP Address,99.106.114.90,100,254,True,2025-10-29 20:44:08,R_1FxKW6XfKrFFGNz,,,,,29.7438,-95.4422,anonymous,EN,Female,18-28,Others (please specify below): _________,"Engineering ",Bachelor’s degree,Every day,,,,,,20.394,20.394,22.629,1,Skin Care,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Good,Favourable,Like,Neutral,Slightly familar,No,
2025-10-29 20:41:34,2025-10-29 20:44:17,IP Address,108.94.39.195,100,162,True,2025-10-29 20:44:17,R_1Lta96RxFLkhS3y,,,,,30.3773,-97.71,anonymous,EN,Female,18-28,"Technology (e.g., software developer, IT support)",,Bachelor’s degree,Every day,10.656,19.438,26.737,4,Yes,,,,,Skin Care,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Bad,Somewhat Unfavorable,Somewhat Dislike,Negative,Slightly familar,No,
2025-10-30 09:22:33,2025-10-30 09:28:32,IP Address,128.62.79.137,100,359,True,2025-10-30 09:28:33,R_5p86807tN1wKH73,,,,,30.2887,-97.7398,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,,,,,,0,0,37.679,0,Skin Care,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Slightly familar,No,
2025-10-30 09:32:35,2025-10-30 09:39:00,IP Address,35.146.19.69,100,385,True,2025-10-30 09:39:01,R_1PuBvLfcU1sGMDS,,,,,30.2887,-97.7398,anonymous,EN,Male,18-28,"Student (e.g., college or graduate student)",,Master’s degree,Every day,,,,,,9.157,29.183,29.626,10,Skin Care,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Not familiar at all,No,
2025-10-30 09:36:08,2025-10-30 09:44:29,IP Address,174.226.175.77,100,501,True,2025-10-30 09:44:29,R_3PpUhIjQaa963T4,,,,,30.2424,-97.767,anonymous,EN,Female,18-28,"Business (e.g., marketing, finance, management)",,Bachelor’s degree,Every day,2.419,48.216,62.406,4,Yes,,,,,Skin Care,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Moderately familiar,Yes,
2025-10-30 11:18:00,2025-10-30 11:20:44,IP Address,63.214.5.91,100,164,True,2025-10-30 11:20:45,R_1CVF5LCbu8Euzx1,,,,,47.6176,-122.1424,anonymous,EN,Female,18-28,"Student (e.g., college or graduate student)",,Bachelor’s degree,Every day,1.7,1.7,20.969,1,Yes,,,,,Skin Care,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Neutral,Neutral,Slightly familar,No,
2025-10-30 11:22:25,2025-10-30 11:24:46,IP Address,66.68.44.215,100,140,True,2025-10-30 11:24:47,R_40OBAb2E2uXnhXU,,,,,30.3773,-97.71,anonymous,EN,Male,18-28,"Student (e.g., college or graduate student)",,Master’s degree,Every day,,,,,,0,0,26.852,0,Skin Care,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neutral,Neutral,Neutral,Neutral,Slightly familar,No,
